step,event_type,order_side,order_price,order_qty,cancel_side,cancel_qty,cancel_price,trade_price,buy_trade_qty,sell_trade_qty,trade_qty,best_bid,best_ask,mid_price,markout_mid_price,spread,bid_depth,ask_depth,imbalance,last_trade_price,microprice,microprice_deviation,spread_bps,queue_imbalance,signed_trade_volume,order_flow_imbalance,pre_best_bid,pre_best_ask,pre_bid_depth,pre_ask_depth,signed_trade_qty,recent_signed_trade_flow,recent_trade_volume,recent_volatility,recent_mid_move
907,cancel,buy,,1,buy,1,9996.0,,0,0,0,10000.0,10001.0,10000.5,10000.500766535719,1.0,1126,1140,-0.00617828773168579,10000.0,10000.496910856134,-0.0030891438655089587,0.999950002499875,-0.00617828773168579,0,0.0,10000.0,10001.0,1127,1140,0,-2.0,18.0,0.0,0.0
908,market,buy,,11,,0,,10001.0,11,0,11,10000.0,10001.0,10000.5,10000.500755037683,1.0,1126,1129,-0.0013303769401330377,10001.0,10000.49933481153,-0.0006651884705206612,0.999950002499875,-0.0013303769401330377,11,1.0,10000.0,10001.0,1126,1140,11,9.0,29.0,0.0,0.0
909,limit,sell,10003.0,5,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500743712117,1.0,1126,1134,-0.0035398230088495575,10001.0,10000.498230088495,-0.0017699115051073022,0.999950002499875,-0.0035398230088495575,0,0.0,10000.0,10001.0,1126,1129,0,9.0,29.0,0.0,0.0
910,limit,sell,10002.0,5,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500732556435,1.0,1126,1139,-0.005739514348785872,10001.0,10000.497130242826,-0.0028697571742668515,0.999950002499875,-0.005739514348785872,0,0.0,10000.0,10001.0,1126,1134,0,9.0,29.0,0.0,0.0
911,limit,buy,10002.0,4,,0,,10001.0,4,0,4,10000.0,10001.0,10000.5,10000.500721568089,1.0,1126,1135,-0.003980539584254755,10001.0,10000.498009730209,-0.0019902697913494194,0.999950002499875,-0.003980539584254755,4,1.0,10000.0,10001.0,1126,1139,4,13.0,33.0,0.0,0.0
912,limit,buy,10003.0,10,,0,,10001.0,10,0,10,10000.0,10001.0,10000.5,10000.500710744567,1.0,1126,1125,0.000444247001332741,10001.0,10000.5002221235,0.000222123500861926,0.999950002499875,0.000444247001332741,10,1.0,10000.0,10001.0,1126,1135,10,23.0,43.0,0.0,0.0
913,limit,sell,10002.0,3,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.5007000834,1.0,1126,1128,-0.0008873114463176575,10001.0,10000.499556344277,-0.0004436557228473248,0.999950002499875,-0.0008873114463176575,0,0.0,10000.0,10001.0,1126,1125,0,23.0,43.0,0.0,0.0
914,limit,sell,10004.0,3,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500689582148,1.0,1126,1131,-0.002215330084182543,10001.0,10000.498892334957,-0.0011076650425820844,0.999950002499875,-0.002215330084182543,0,0.0,10000.0,10001.0,1126,1128,0,23.0,43.0,0.0,0.0
915,cancel,buy,,1,buy,2,9995.0,,0,0,0,10000.0,10001.0,10000.5,10000.500679238416,1.0,1126,1131,-0.002215330084182543,10001.0,10000.498892334957,-0.0011076650425820844,0.999950002499875,-0.002215330084182543,0,0.0,10000.0,10001.0,1126,1131,0,23.0,43.0,0.0,0.0
916,limit,buy,10000.0,8,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.50066904984,1.0,1134,1131,0.0013245033112582781,10001.0,10000.500662251656,0.0006622516557399649,0.999950002499875,0.0013245033112582781,0,0.0,10000.0,10001.0,1126,1131,0,23.0,43.0,0.0,0.0
917,limit,sell,9996.0,11,,0,,10000.0,0,11,11,10000.0,10001.0,10000.5,10000.500659014093,1.0,1123,1131,-0.00354924578527063,10000.0,10000.498225377107,-0.0017746228932082886,0.999950002499875,-0.00354924578527063,-11,-1.0,10000.0,10001.0,1134,1131,-11,12.0,54.0,0.0,0.0
918,limit,sell,10004.0,6,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.50064912888,1.0,1123,1137,-0.006194690265486726,10000.0,10000.496902654868,-0.0030973451321187895,0.999950002499875,-0.006194690265486726,0,0.0,10000.0,10001.0,1123,1131,0,12.0,54.0,0.0,0.0
919,limit,buy,10000.0,6,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500639391948,1.0,1129,1137,-0.00353045013239188,10000.0,10000.498234774934,-0.0017652250662649749,0.999950002499875,-0.00353045013239188,0,0.0,10000.0,10001.0,1123,1137,0,12.0,54.0,0.0,0.0
920,limit,buy,9998.0,7,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500629801068,1.0,1136,1137,-0.0004399472063352398,10000.0,10000.499780026397,-0.0002199736027250765,0.999950002499875,-0.0004399472063352398,0,0.0,10000.0,10001.0,1129,1137,0,12.0,54.0,0.0,0.0
921,cancel,sell,,1,sell,4,10001.0,,0,0,0,10000.0,10001.0,10000.5,10000.500620354052,1.0,1136,1133,0.0013221683561040105,10000.0,10000.500661084177,0.0006610841774090659,0.999950002499875,0.0013221683561040105,0,0.0,10000.0,10001.0,1136,1137,0,4.0,46.0,0.0,0.0
922,limit,buy,10000.0,11,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500611048741,1.0,1147,1133,0.0061403508771929825,10000.0,10000.503070175439,0.0030701754385518143,0.999950002499875,0.0061403508771929825,0,0.0,10000.0,10001.0,1136,1133,0,4.0,46.0,0.0,0.0
923,limit,sell,10001.0,7,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.50060188301,1.0,1147,1140,0.003060778312199388,10000.0,10000.501530389156,0.0015303891559597105,0.999950002499875,0.003060778312199388,0,0.0,10000.0,10001.0,1147,1133,0,4.0,46.0,0.0,0.0
924,limit,buy,9998.0,1,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500592854765,1.0,1148,1140,0.0034965034965034965,10000.0,10000.501748251749,0.0017482517487223959,0.999950002499875,0.0034965034965034965,0,0.0,10000.0,10001.0,1147,1140,0,14.0,36.0,0.0,0.0
925,limit,sell,10004.0,6,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500583961944,1.0,1148,1146,0.0008718395815170009,10000.0,10000.50043591979,0.0004359197901067091,0.999950002499875,0.0008718395815170009,0,0.0,10000.0,10001.0,1148,1140,0,14.0,36.0,0.0,0.0
926,limit,sell,10003.0,1,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500575202515,1.0,1148,1147,0.00043572984749455336,10000.0,10000.500217864923,0.00021786492288811132,0.999950002499875,0.00043572984749455336,0,0.0,10000.0,10001.0,1148,1146,0,14.0,36.0,0.0,0.0
927,limit,sell,10001.0,5,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500566574477,1.0,1148,1152,-0.0017391304347826088,10000.0,10000.499130434782,-0.0008695652177266311,0.999950002499875,-0.0017391304347826088,0,0.0,10000.0,10001.0,1148,1147,0,14.0,36.0,0.0,0.0
928,limit,sell,10003.0,5,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500558075859,1.0,1148,1157,-0.0039045553145336228,10000.0,10000.498047722343,-0.0019522776565281674,0.999950002499875,-0.0039045553145336228,0,0.0,10000.0,10001.0,1148,1152,0,3.0,25.0,0.0,0.0
929,limit,sell,9996.0,4,,0,,10000.0,0,4,4,10000.0,10001.0,10000.5,10000.500549704722,1.0,1144,1157,-0.005649717514124294,10000.0,10000.497175141243,-0.002824858756866888,0.999950002499875,-0.005649717514124294,-4,-1.0,10000.0,10001.0,1148,1157,-4,-1.0,29.0,0.0,0.0
930,limit,buy,10000.0,11,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.50054145915,1.0,1155,1157,-0.0008650519031141869,10000.0,10000.499567474048,-0.0004325259524193825,0.999950002499875,-0.0008650519031141869,0,0.0,10000.0,10001.0,1144,1157,0,-1.0,29.0,0.0,0.0
931,limit,buy,10000.0,9,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500533337265,1.0,1164,1157,0.003015941404566997,10000.0,10000.501507970703,0.001507970702732564,0.999950002499875,0.003015941404566997,0,0.0,10000.0,10001.0,1155,1157,0,-5.0,25.0,0.0,0.0
932,limit,sell,10001.0,3,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500525337206,1.0,1164,1160,0.0017211703958691911,10000.0,10000.500860585198,0.0008605851980973966,0.999950002499875,0.0017211703958691911,0,0.0,10000.0,10001.0,1164,1157,0,-15.0,15.0,0.0,0.0
933,limit,sell,10004.0,4,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500517457147,1.0,1164,1164,0.0,10000.0,10000.5,0.0,0.999950002499875,0.0,0,0.0,10000.0,10001.0,1164,1160,0,-15.0,15.0,0.0,0.0
934,limit,sell,10003.0,1,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.50050969529,1.0,1164,1165,-0.00042936882782310007,10000.0,10000.499785315586,-0.00021468441445904318,0.999950002499875,-0.00042936882782310007,0,0.0,10000.0,10001.0,1164,1164,0,-15.0,15.0,0.0,0.0
935,limit,sell,10002.0,8,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500502049861,1.0,1164,1173,-0.0038510911424903724,10000.0,10000.498074454428,-0.0019255455717939185,0.999950002499875,-0.0038510911424903724,0,0.0,10000.0,10001.0,1164,1165,0,-15.0,15.0,0.0,0.0
936,limit,buy,9997.0,7,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500494519112,1.0,1171,1173,-0.0008532423208191126,10000.0,10000.49957337884,-0.0004266211599315284,0.999950002499875,-0.0008532423208191126,0,0.0,10000.0,10001.0,1164,1173,0,-15.0,15.0,0.0,0.0
937,limit,buy,9998.0,8,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500487101326,1.0,1179,1173,0.002551020408163265,10000.0,10000.501275510203,0.0012755102034134325,0.999950002499875,0.002551020408163265,0,0.0,10000.0,10001.0,1171,1173,0,-4.0,4.0,0.0,0.0
938,limit,buy,10000.0,6,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500479794806,1.0,1185,1173,0.005089058524173028,10000.0,10000.502544529261,0.0025445292612857884,0.999950002499875,0.005089058524173028,0,0.0,10000.0,10001.0,1179,1173,0,-4.0,4.0,0.0,0.0
939,limit,buy,10000.0,5,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500472597883,1.0,1190,1173,0.007194244604316547,10000.0,10000.503597122302,0.0035971223023807397,0.999950002499875,0.007194244604316547,0,0.0,10000.0,10001.0,1185,1173,0,-4.0,4.0,0.0,0.0
940,limit,buy,9999.0,6,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500465508916,1.0,1196,1173,0.009708737864077669,10000.0,10000.504854368932,0.004854368931773934,0.999950002499875,0.009708737864077669,0,0.0,10000.0,10001.0,1190,1173,0,-4.0,4.0,0.0,0.0
941,limit,buy,10000.0,2,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500458526281,1.0,1198,1173,0.010544074230282582,10000.0,10000.505272037115,0.00527203711499169,0.999950002499875,0.010544074230282582,0,0.0,10000.0,10001.0,1196,1173,0,-4.0,4.0,0.0,0.0
942,market,buy,,11,,0,,10001.0,11,0,11,10000.0,10001.0,10000.5,10000.500451648388,1.0,1198,1162,0.015254237288135594,10001.0,10000.507627118644,0.007627118644450093,0.999950002499875,0.015254237288135594,11,1.0,10000.0,10001.0,1198,1173,11,7.0,15.0,0.0,0.0
943,limit,buy,10000.0,1,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500444873662,1.0,1199,1162,0.015671325709445152,10001.0,10000.507835662855,0.007835662854631664,0.999950002499875,0.015671325709445152,0,0.0,10000.0,10001.0,1198,1162,0,7.0,15.0,0.0,0.0
944,limit,buy,10000.0,3,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500438200557,1.0,1202,1162,0.01692047377326565,10001.0,10000.508460236886,0.008460236886094208,0.999950002499875,0.01692047377326565,0,0.0,10000.0,10001.0,1199,1162,0,7.0,15.0,0.0,0.0
945,limit,sell,10003.0,8,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500431627548,1.0,1202,1170,0.013490725126475547,10001.0,10000.506745362563,0.006745362563378876,0.999950002499875,0.013490725126475547,0,0.0,10000.0,10001.0,1202,1162,0,7.0,15.0,0.0,0.0
946,limit,sell,10004.0,6,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500425153135,1.0,1202,1176,0.010933557611438183,10001.0,10000.505466778806,0.0054667788062943146,0.999950002499875,0.010933557611438183,0,0.0,10000.0,10001.0,1202,1170,0,7.0,15.0,0.0,0.0
947,limit,sell,10001.0,10,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500418775839,1.0,1202,1186,0.006700167504187605,10001.0,10000.503350083753,0.0033500837525934912,0.999950002499875,0.006700167504187605,0,0.0,10000.0,10001.0,1202,1176,0,7.0,15.0,0.0,0.0
948,limit,sell,10001.0,5,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.5004124942,1.0,1202,1191,0.00459674049310489,10001.0,10000.502298370247,0.0022983702474448364,0.999950002499875,0.00459674049310489,0,0.0,10000.0,10001.0,1202,1186,0,7.0,15.0,0.0,0.0
949,limit,sell,10001.0,13,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500406306788,1.0,1202,1204,-0.0008312551953449709,10001.0,10000.499584372403,-0.000415627597249113,0.999950002499875,-0.0008312551953449709,0,0.0,10000.0,10001.0,1202,1191,0,11.0,11.0,0.0,0.0
950,limit,buy,10000.0,13,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500400212186,1.0,1215,1204,0.0045473336089293095,10001.0,10000.502273666805,0.0022736668051948072,0.999950002499875,0.0045473336089293095,0,0.0,10000.0,10001.0,1202,1204,0,11.0,11.0,0.0,0.0
951,market,sell,,7,,0,,10000.0,0,7,7,10000.0,10001.0,10000.5,10000.500394209002,1.0,1208,1204,0.001658374792703151,10000.0,10000.500829187396,0.0008291873964481056,0.999950002499875,0.001658374792703151,-7,-1.0,10000.0,10001.0,1215,1204,-7,4.0,18.0,0.0,0.0
952,market,buy,,4,,0,,10001.0,4,0,4,10000.0,10001.0,10000.5,10000.500388295868,1.0,1208,1200,0.0033222591362126247,10001.0,10000.501661129569,0.0016611295686743688,0.999950002499875,0.0033222591362126247,4,1.0,10000.0,10001.0,1208,1204,4,8.0,22.0,0.0,0.0
953,limit,buy,9997.0,3,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.50038247143,1.0,1211,1200,0.004562422231439237,10001.0,10000.502281211116,0.0022812111164967064,0.999950002499875,0.004562422231439237,0,0.0,10000.0,10001.0,1208,1200,0,8.0,22.0,0.0,0.0
954,limit,sell,10002.0,6,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500376734359,1.0,1211,1206,0.002068680182043856,10001.0,10000.501034340092,0.0010343400917918188,0.999950002499875,0.002068680182043856,0,0.0,10000.0,10001.0,1211,1200,0,8.0,22.0,0.0,0.0
955,limit,sell,10004.0,7,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500371083343,1.0,1211,1213,-0.0008250825082508251,10001.0,10000.499587458746,-0.00041254125426348764,0.999950002499875,-0.0008250825082508251,0,0.0,10000.0,10001.0,1211,1206,0,8.0,22.0,0.0,0.0
956,limit,sell,10004.0,2,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500365517093,1.0,1211,1215,-0.0016488046166529267,10001.0,10000.499175597692,-0.0008244023083534557,0.999950002499875,-0.0016488046166529267,0,0.0,10000.0,10001.0,1211,1213,0,8.0,22.0,0.0,0.0
957,limit,sell,10001.0,2,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500360034337,1.0,1211,1217,-0.002471169686985173,10001.0,10000.498764415157,-0.0012355848430161132,0.999950002499875,-0.002471169686985173,0,0.0,10000.0,10001.0,1211,1215,0,8.0,22.0,0.0,0.0
958,limit,sell,10002.0,3,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500354633821,1.0,1211,1220,-0.003702180172768408,10001.0,10000.498148909914,-0.00185109008634754,0.999950002499875,-0.003702180172768408,0,0.0,10000.0,10001.0,1211,1217,0,8.0,22.0,0.0,0.0
959,limit,sell,10004.0,2,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500349314314,1.0,1211,1222,-0.004521167283189478,10001.0,10000.497739416358,-0.0022605836420552805,0.999950002499875,-0.004521167283189478,0,0.0,10000.0,10001.0,1211,1220,0,8.0,22.0,0.0,0.0
960,limit,sell,10002.0,3,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500344074599,1.0,1211,1225,-0.005747126436781609,10001.0,10000.497126436781,-0.002873563218599884,0.999950002499875,-0.005747126436781609,0,0.0,10000.0,10001.0,1211,1222,0,8.0,22.0,0.0,0.0
961,cancel,buy,,1,buy,1,10000.0,,0,0,0,10000.0,10001.0,10000.5,10000.50033891348,1.0,1210,1225,-0.006160164271047228,10001.0,10000.496919917865,-0.0030800821350567276,0.999950002499875,-0.006160164271047228,0,0.0,10000.0,10001.0,1211,1225,0,8.0,22.0,0.0,0.0
962,limit,buy,9998.0,8,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500333829777,1.0,1218,1225,-0.0028653295128939827,10001.0,10000.498567335244,-0.0014326647560665151,0.999950002499875,-0.0028653295128939827,0,0.0,10000.0,10001.0,1210,1225,0,-3.0,11.0,0.0,0.0
963,limit,buy,9998.0,1,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500328822332,1.0,1219,1225,-0.0024549918166939444,10001.0,10000.498772504092,-0.0012274959080968983,0.999950002499875,-0.0024549918166939444,0,0.0,10000.0,10001.0,1218,1225,0,-3.0,11.0,0.0,0.0
964,limit,sell,10002.0,4,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500323889997,1.0,1219,1229,-0.004084967320261438,10001.0,10000.49795751634,-0.002042483660261496,0.999950002499875,-0.004084967320261438,0,0.0,10000.0,10001.0,1219,1225,0,-3.0,11.0,0.0,0.0
965,market,sell,,4,,0,,10000.0,0,4,4,10000.0,10001.0,10000.5,10000.500319031647,1.0,1215,1229,-0.0057283142389525366,10000.0,10000.497135842881,-0.002864157118892763,0.999950002499875,-0.0057283142389525366,-4,-1.0,10000.0,10001.0,1219,1229,-4,-7.0,15.0,0.0,0.0
966,limit,buy,9999.0,1,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500314246172,1.0,1216,1229,-0.005316973415132925,10000.0,10000.497341513292,-0.0026584867082419805,0.999950002499875,-0.005316973415132925,0,0.0,10000.0,10001.0,1215,1229,0,-7.0,15.0,0.0,0.0
967,limit,buy,10000.0,8,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.50030953248,1.0,1224,1229,-0.0020383204239706482,10000.0,10000.498980839788,-0.001019160212308634,0.999950002499875,-0.0020383204239706482,0,0.0,10000.0,10001.0,1216,1229,0,-7.0,15.0,0.0,0.0
968,limit,buy,9998.0,7,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500304889492,1.0,1231,1229,0.0008130081300813008,10000.0,10000.500406504065,0.000406504064812907,0.999950002499875,0.0008130081300813008,0,0.0,10000.0,10001.0,1224,1229,0,-7.0,15.0,0.0,0.0
969,limit,buy,9999.0,1,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.50030031615,1.0,1232,1229,0.001219016659894352,10000.0,10000.50060950833,0.0006095083299442194,0.999950002499875,0.001219016659894352,0,0.0,10000.0,10001.0,1231,1229,0,-7.0,15.0,0.0,0.0
970,limit,buy,9999.0,7,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500295811407,1.0,1239,1229,0.004051863857374392,10000.0,10000.502025931928,0.0020259319280739874,0.999950002499875,0.004051863857374392,0,0.0,10000.0,10001.0,1232,1229,0,-7.0,15.0,0.0,0.0
971,limit,sell,10001.0,13,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500291374236,1.0,1239,1242,-0.0012091898428053204,10000.0,10000.499395405079,-0.0006045949212420965,0.999950002499875,-0.0012091898428053204,0,0.0,10000.0,10001.0,1239,1229,0,0.0,8.0,0.0,0.0
972,limit,buy,10000.0,16,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500287003622,1.0,1255,1242,0.005206247496996396,10000.0,10000.502603123748,0.002603123748485814,0.999950002499875,0.005206247496996396,0,0.0,10000.0,10001.0,1239,1242,0,-4.0,4.0,0.0,0.0
973,limit,buy,9997.0,2,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.50028269857,1.0,1257,1242,0.006002400960384154,10000.0,10000.50300120048,0.003001200480866828,0.999950002499875,0.006002400960384154,0,0.0,10000.0,10001.0,1255,1242,0,-4.0,4.0,0.0,0.0
974,market,buy,,8,,0,,10001.0,8,0,8,10000.0,10001.0,10000.5,10000.50027845809,1.0,1257,1234,0.00923323966278603,10001.0,10000.504616619832,0.004616619831722346,0.999950002499875,0.00923323966278603,8,1.0,10000.0,10001.0,1257,1242,8,4.0,12.0,0.0,0.0
975,limit,buy,9998.0,8,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.50027428122,1.0,1265,1234,0.012404961984793917,10001.0,10000.506202480992,0.006202480992214987,0.999950002499875,0.012404961984793917,0,0.0,10000.0,10001.0,1257,1234,0,4.0,12.0,0.0,0.0
976,limit,buy,9999.0,8,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500270167,1.0,1273,1234,0.015556441962504986,10001.0,10000.507778220981,0.007778220980981132,0.999950002499875,0.015556441962504986,0,0.0,10000.0,10001.0,1265,1234,0,4.0,12.0,0.0,0.0
977,limit,sell,10004.0,1,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500266114495,1.0,1273,1235,0.015151515151515152,10001.0,10000.507575757576,0.007575757575978059,0.999950002499875,0.015151515151515152,0,0.0,10000.0,10001.0,1273,1234,0,4.0,12.0,0.0,0.0
978,limit,buy,9998.0,4,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500262122778,1.0,1277,1235,0.016719745222929936,10001.0,10000.508359872612,0.008359872612345498,0.999950002499875,0.016719745222929936,0,0.0,10000.0,10001.0,1273,1235,0,4.0,12.0,0.0,0.0
979,limit,buy,9999.0,8,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500258190936,1.0,1285,1235,0.01984126984126984,10001.0,10000.50992063492,0.009920634920490556,0.999950002499875,0.01984126984126984,0,0.0,10000.0,10001.0,1277,1235,0,4.0,12.0,0.0,0.0
980,limit,buy,9998.0,5,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500254318073,1.0,1290,1235,0.02178217821782178,10001.0,10000.510891089109,0.010891089108554297,0.999950002499875,0.02178217821782178,0,0.0,10000.0,10001.0,1285,1235,0,4.0,12.0,0.0,0.0
981,limit,sell,10001.0,15,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.5002505033,1.0,1290,1250,0.015748031496062992,10001.0,10000.507874015748,0.007874015747802332,0.999950002499875,0.015748031496062992,0,0.0,10000.0,10001.0,1290,1235,0,4.0,12.0,0.0,0.0
982,cancel,sell,,1,sell,4,10001.0,,0,0,0,10000.0,10001.0,10000.5,10000.500246745753,1.0,1290,1246,0.017350157728706624,10001.0,10000.508675078865,0.008675078865053365,0.999950002499875,0.017350157728706624,0,0.0,10000.0,10001.0,1290,1250,0,4.0,12.0,0.0,0.0
983,limit,sell,10001.0,8,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500243044566,1.0,1290,1254,0.014150943396226415,10001.0,10000.507075471698,0.0070754716980445664,0.999950002499875,0.014150943396226415,0,0.0,10000.0,10001.0,1290,1246,0,4.0,12.0,0.0,0.0
984,limit,sell,10004.0,6,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500239398896,1.0,1290,1260,0.011764705882352941,10001.0,10000.505882352942,0.005882352941625868,0.999950002499875,0.011764705882352941,0,0.0,10000.0,10001.0,1290,1254,0,4.0,12.0,0.0,0.0
985,limit,buy,10000.0,6,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500235807913,1.0,1296,1260,0.014084507042253521,10001.0,10000.507042253521,0.007042253520921804,0.999950002499875,0.014084507042253521,0,0.0,10000.0,10001.0,1290,1260,0,8.0,8.0,0.0,0.0
986,limit,sell,10001.0,12,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500232270795,1.0,1296,1272,0.009345794392523364,10001.0,10000.504672897196,0.004672897195632686,0.999950002499875,0.009345794392523364,0,0.0,10000.0,10001.0,1296,1260,0,8.0,8.0,0.0,0.0
987,limit,sell,10001.0,7,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500228786732,1.0,1296,1279,0.006601941747572815,10001.0,10000.503300970873,0.0033009708731697174,0.999950002499875,0.006601941747572815,0,0.0,10000.0,10001.0,1296,1272,0,8.0,8.0,0.0,0.0
988,limit,buy,9997.0,3,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500225354932,1.0,1299,1279,0.007757951900698216,10001.0,10000.503878975951,0.0038789759510109434,0.999950002499875,0.007757951900698216,0,0.0,10000.0,10001.0,1296,1279,0,8.0,8.0,0.0,0.0
989,limit,sell,10003.0,4,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500221974607,1.0,1299,1283,0.006196746707978312,10001.0,10000.503098373354,0.0030983733540779212,0.999950002499875,0.006196746707978312,0,0.0,10000.0,10001.0,1299,1279,0,8.0,8.0,0.0,0.0
990,cancel,buy,,1,buy,2,10000.0,,0,0,0,10000.0,10001.0,10000.5,10000.50021864499,1.0,1297,1283,0.005426356589147287,10001.0,10000.502713178295,0.002713178295380203,0.999950002499875,0.005426356589147287,0,0.0,10000.0,10001.0,1299,1283,0,8.0,8.0,0.0,0.0
991,limit,buy,9997.0,8,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500215365313,1.0,1305,1283,0.008500772797527048,10001.0,10000.504250386399,0.0042503863987803925,0.999950002499875,0.008500772797527048,0,0.0,10000.0,10001.0,1297,1283,0,8.0,8.0,0.0,0.0
992,limit,buy,9998.0,3,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500212134833,1.0,1308,1283,0.0096487842531841,10001.0,10000.504824392126,0.004824392126465682,0.999950002499875,0.0096487842531841,0,0.0,10000.0,10001.0,1305,1283,0,8.0,8.0,0.0,0.0
993,limit,buy,10000.0,7,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500208952812,1.0,1315,1283,0.012317167051578136,10001.0,10000.506158583526,0.0061585835264850175,0.999950002499875,0.012317167051578136,0,0.0,10000.0,10001.0,1308,1283,0,8.0,8.0,0.0,0.0
994,limit,buy,9997.0,8,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.50020581852,1.0,1323,1283,0.015349194167306216,10001.0,10000.507674597084,0.007674597083678236,0.999950002499875,0.015349194167306216,0,0.0,10000.0,10001.0,1315,1283,0,0.0,0.0,0.0,0.0
995,limit,buy,9998.0,7,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500202731242,1.0,1330,1283,0.017986988136241867,10001.0,10000.508993494068,0.008993494067908614,0.999950002499875,0.017986988136241867,0,0.0,10000.0,10001.0,1323,1283,0,0.0,0.0,0.0,0.0
996,limit,buy,10000.0,7,,0,,,0,0,0,10000.0,10001.0,10000.5,10000.500199690274,1.0,1337,1283,0.020610687022900764,10001.0,10000.510305343512,0.010305343512300169,0.999950002499875,0.020610687022900764,0,0.0,10000.0,10001.0,1330,1283,0,0.0,0.0,0.0,0.0
997,market,buy,,10,,0,,10001.0,10,0,10,10000.0,10001.0,10000.5,10000.500196694918,1.0,1337,1273,0.024521072796934867,10001.0,10000.512260536398,0.012260536397661781,0.999950002499875,0.024521072796934867,10,1.0,10000.0,10001.0,1337,1283,10,10.0,10.0,0.0,0.0
